Probe Name,Class Name,,Avg Count,Min Count,Max Count,%CV,,20230616_210462891024_K1241-B_02.RCC,20230616_210462891024_K1628-B_03.RCC,20230616_210462891024_K1865-B_04.RCC,20230616_210462891024_K2032-B_05.RCC,20230616_210462891024_K2068-B_06.RCC,20230616_210462891024_K2323-B_07.RCC,20230616_210462891024_K2360-B_08.RCC,20230616_210462891024_K2520-B_09.RCC,20230616_210462891024_K2669-B_10.RCC,20230616_210462891024_K2742-B_11.RCC,20230616_210462891024_K2849-B_12.RCC,20230616_210462891024_K853-B_01.RCC,20230707_210462871024_K1241-Tx_09.RCC,20230707_210462871024_K1628-Tx_10.RCC,20230707_210462871024_K2032-Tx_11.RCC,20230707_210462871024_K2360-Tx_12.RCC,20230707_210462871024_K4106-B_01.RCC,20230707_210462871024_K4196-B_02.RCC,20230707_210462871024_K4258-B_03.RCC,20230707_210462871024_K4307-B_04.RCC,20230707_210462871024_K4360-B_05.RCC,20230707_210462871024_K4368-B_06.RCC,20230707_210462871024_K5046-B_07.RCC,20230707_210462871024_K853-Tx_08.RCC,20230707_210462881024_K2894-B_01.RCC,20230707_210462881024_K2917-B_02.RCC,20230707_210462881024_K3056-B_03.RCC,20230707_210462881024_K3566-B_04.RCC,20230707_210462881024_K3812-B_05.RCC,20230707_210462881024_K3953-B_06.RCC,20230707_210462881024_K3975-B_07.RCC,20230707_210462881024_K4010-B_08.RCC,20230707_210462881024_K4020-B_09.RCC,20230707_210462881024_K4023-B_10.RCC,20230707_210462881024_K4054-B_11.RCC,20230707_210462881024_K4093-B_12.RCC,20230707_210462901024_K2742-Tx_01.RCC,20230707_210462901024_K2849-Tx_02.RCC,20230707_210462901024_K2894-Tx_03.RCC,20230707_210462901024_K2917-Tx_04.RCC,20230707_210462901024_K3056-Tx_05.RCC,20230707_210462901024_K3566-Tx_06.RCC,20230707_210462901024_K3953-Tx_07.RCC,20230707_210462901024_K3975-Tx_08.RCC,20230707_210462901024_K4106-Tx_09.RCC,20230707_210462901024_K4258-Tx_10.RCC,20230707_210462901024_K4360-Tx_11.RCC,20230707_210462901024_K4368-Tx_12.RCC
,,,,,,,,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Treatment,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Osteosarcoma : Baseline,Soft Tissue Sarcoma : Baseline,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Soft Tissue Sarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Osteosarcoma : Treatment,Soft Tissue Sarcoma : Treatment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPO11,Endogenous,,17.16,1,128.83,118.78,,46.08,3.72,6.28,9.48,5.81,9.41,15.84,8.66,2.4,4.99,10.16,37.64,7.2,1,7.08,12.2,27.82,3.71,28.11,12.52,11.45,10.17,5.29,41.82,13.25,27.66,24.29,22.05,3.62,8.52,10.68,5.9,5.74,2.5,13.83,24.31,12.57,4.63,21.84,42.74,6.97,128.83,36.82,17.85,15.99,7.21,34.65,2.29
SPP1,Endogenous,,7790.1,14.85,66916.91,174.9,,391.67,148.01,3316.97,767.66,895.39,10335.15,58.82,14.85,250.87,179.61,10494.74,444.13,6181.17,2423.64,11396.37,108.62,775.4,3464.79,1742.89,2507.72,759.99,7219.89,4128.18,54474.89,17841.84,12058.78,6628.97,3604.65,2771.7,4496.88,5675.82,1798.08,66916.91,2338.67,43352.26,18688.56,33.83,2585.22,4368.43,2503.49,4058.32,386.48,593.2,13171.67,715.96,22941.79,11006.29,2905.51
SSX1,Endogenous,,63.6,3.19,1550.51,350.38,,46.08,13.03,28.27,14.22,11.63,130.85,18.1,9.9,5.14,9.98,14.22,7.53,98.94,7.75,21.23,4.88,13.91,47.72,7.03,114.33,130.33,10.17,12.34,47.8,5.3,23.71,10,36.74,5.44,20.23,10.68,3.19,8.62,1550.51,18.15,27.01,11.6,8.23,18.2,30.53,200.3,35.13,32.73,24.99,28.43,18.03,86.63,12.97
SSX4,Endogenous,,15.54,1.97,115.2,119.72,,115.2,7.45,12.56,5.69,10.47,10.35,6.79,11.14,3.77,8.32,22.35,15.06,7.2,3.45,9.73,14.65,10.43,3.18,2.34,5.01,4.4,10.17,6.46,29.87,31.81,27.66,5.71,18.37,9.06,5.32,10.68,1.97,4.31,2.91,12.1,16.2,6.77,4.12,36.4,24.42,57.48,35.13,16.36,32.13,5.33,14.42,25.99,5.34
ST6GAL1,Endogenous,,382.68,70.13,998.44,61.67,,207.36,394.69,650.2,70.13,920.97,251.34,359.68,231.39,215.23,603.69,207.25,639.85,273.44,673.76,84.02,299.02,372.05,278.35,248.31,363.85,99.51,775.51,475.2,597.44,535.44,335.84,207.16,194.75,162.47,178.85,117.48,169.81,315.92,101.17,670.79,240.36,541.31,345.79,535.13,732.73,634,632.43,343.65,96.38,998.44,187.52,155.93,643.21
STAT1,Endogenous,,696.48,141.36,1827.25,56.76,,368.63,192.69,486.87,1359.98,1033.77,727.67,355.16,404.62,760.15,141.36,713.2,515.64,1041.59,253.31,615.54,473.55,611.97,1262.91,271.74,752.73,259.79,658.55,810.01,382.36,307.48,296.33,1827.25,940.66,471.11,262.96,735.42,364.19,804.17,1120.83,981.98,891.22,230.06,736.36,524.21,683.88,813.41,925.22,908.21,1659.84,788.8,479.61,541.43,1682.42
STAT2,Endogenous,,1196.47,308.12,2868.74,43.27,,552.95,308.12,1080.53,894.65,643.05,1354.61,916.18,848.84,1181.35,878.09,690.84,1780.28,1742.28,738.38,748.2,1002.02,1015.32,1021.68,887.84,2294.08,826.92,1261.16,1139.54,1003.7,1304.14,517.6,2868.74,1061.92,1397.02,1485.12,2644.14,1323.07,1411.6,991.34,1643.26,1385.44,927.95,985.41,709.87,1123.52,1395.16,1370.26,2258.24,1570.61,1273.81,858.24,874.96,1238.35
STAT3,Endogenous,,2973.15,1220,5341.15,34.33,,4792.23,4036.28,3885.5,1830.05,3530.4,3304.16,3809.49,3292.67,3766.48,1611.49,3399.36,4219.22,2089.47,1220,1695.39,2012.59,2586.97,2261.26,3171.87,2006.17,2103.84,4823.43,2964.56,3877.41,5341.15,2311.4,3791.66,1954.82,3785.19,3875.15,4972.45,1936.43,1747.63,1912.32,3218.23,2981.53,1229.54,1686.78,2966.89,2894.28,2293.91,2857.64,3088.72,4219.22,3114.35,2819.94,2728.83,2692.64
STAT4,Endogenous,,60.19,15.26,172.84,65.06,,69.12,27.93,109.94,16.11,60.47,60.25,65.6,39.6,20.56,58.21,28.45,60.22,35.08,30.16,17.69,80.55,163.42,25.45,39.82,45.06,33.46,25.43,132.75,59.74,68.92,23.71,50,66.14,18.72,44.71,27.46,65.86,71.8,34.97,152.14,172.84,62.83,48.37,54.61,85.49,36.58,105.4,130.91,21.42,55.07,97.36,73.64,15.26
STAT5B,Endogenous,,246.31,62.99,440.72,39.21,,92.16,219.69,266.99,80.56,440.72,246.64,314.44,214.07,193.64,291.03,62.99,278.52,122.33,171.46,141.5,368.59,323.37,231.16,367.79,214.47,180.53,387.76,284.3,274.82,190.85,323.99,210.01,257.21,280.25,320.45,148,363.7,99.8,94.1,329.34,210.65,326.72,127.61,240.26,366.36,186.37,269.37,425.47,217.74,286.03,151.45,207.91,419.65
STAT6,Endogenous,,1028.94,323.19,2490.05,47.63,,345.59,800.55,1831.24,1101.25,1246.57,854.75,943.32,544.45,1009.31,404.12,824.95,884.49,561.27,854.69,1629.95,1066.71,1589.04,519.06,651.24,347.16,323.19,1449.32,1302.24,663.16,1161.01,683.54,1155.78,1205.23,1466.48,1116.77,1348.77,2098.38,2490.05,416.36,1766.87,1204.49,326.72,694.68,469.61,1245.64,1156.53,1803.59,1194.58,913.81,916.72,970.03,532.77,1303.21
SYCP1,Endogenous,,14.23,2.58,47.32,75.74,,46.08,8.38,18.85,5.69,8.14,14.12,9.05,12.37,3.77,6.65,14.22,11.29,6.3,2.58,8.84,12.2,13.91,5.3,25.77,9.18,8.81,10.17,6.46,29.87,15.9,23.71,5.71,25.72,3.62,9.58,16.78,4.91,7.18,9.58,9.51,13.5,7.73,5.15,47.32,6.11,17.42,46.85,20.46,17.85,15.99,25.24,21.66,7.63
SYK,Endogenous,,162.5,35.07,356.14,58.74,,69.12,114.5,232.44,35.07,124.42,306.88,76.91,75.48,63.4,144.69,237.73,146.79,177.2,46.53,80.48,93.98,344.23,253.96,100.73,257.03,71.33,101.71,316.02,89.62,180.25,98.78,124.29,113.91,82.75,75.59,85.44,94.36,333.87,269.8,356.14,286.27,109.23,243.91,54.61,183.18,303.07,316.21,90,121.36,184.76,295.7,151.6,84.69
SYT17,Endogenous,,32.37,4.74,125.46,86.88,,23.04,8.38,91.09,4.74,9.3,13.18,49.77,38.36,9.6,31.6,10.16,63.98,20.69,12.92,11.5,40.28,86.93,12.19,21.08,14.19,6.16,15.26,49.93,125.46,42.41,27.66,10,69.81,26.58,18.1,27.46,18.92,9.33,6.66,56.19,24.31,23.2,21.61,112.85,36.64,31.35,58.56,8.18,24.99,69.29,21.64,25.99,12.21
TAB1,Endogenous,,158.2,62.37,396.7,36.43,,69.12,62.37,213.59,152.58,239.55,146.85,174.19,167.05,216.94,211.21,103.63,158.08,134.02,187.83,197.22,150.12,135.61,93.84,168.67,87.62,177.89,167.82,150.37,125.46,182.9,221.26,202.87,150.65,147.37,228.89,396.7,133.44,160.12,78.69,178.93,175.54,180.76,132.76,98.29,158.76,151.53,81.98,171.82,103.52,131.47,93.76,99.62,240.35
TAL1,Endogenous,,95.36,12.78,710.32,147.85,,46.08,27,543.41,213.24,18.61,63.07,710.32,56.92,37.36,38.25,75.18,71.51,23.39,30.16,398.86,418.63,139.08,15.91,37.48,20.86,29.06,31.78,169.17,77.67,53.01,19.76,22.86,33.07,77.91,12.78,51.88,32.19,37.34,14.16,147.82,18.9,61.86,74.1,98.29,85.49,33.09,175.67,53.18,24.99,30.2,50.48,60.64,14.5
TANK,Endogenous,,633.74,353.34,1010.5,29.64,,460.79,407.72,675.33,1000.8,786.08,828.39,382.31,559.3,353.34,364.21,749.77,669.96,884.18,380.82,1009.1,493.08,935.34,727.95,763.68,699.32,420.95,430.98,925.73,633.29,622.91,533.4,648.61,665.08,469.9,492.91,787.29,750.25,619.64,520.86,1010.5,829.1,361.52,886.61,506.01,488.49,548.66,702.7,470.47,613.96,579.17,659.91,402.83,706.54
TAP1,Endogenous,,297.5,58.21,628.22,44.61,,230.4,251.34,304.68,242.62,438.39,301.23,201.33,108.89,371.16,58.21,284.47,278.52,303.12,221.43,231.71,218.47,365.1,455.96,142.9,275.39,168.2,177.99,382.98,334.57,628.22,241.02,448.6,187.4,152.81,262.96,471.46,110.83,320.23,443.83,492.72,213.35,66.7,224.87,200.22,286.99,299.58,562.16,380.47,606.82,353.54,219.97,290.21,466.19
TAP2,Endogenous,,231.68,81.67,438.6,42.03,,161.28,148.94,345.52,412.26,215.13,237.22,151.57,81.67,249.5,98.12,298.69,233.36,316.61,171.46,432.47,223.35,305.99,191.4,135.87,170.24,142.66,132.22,305.44,227.03,389.65,82.97,438.6,161.68,134.69,143.72,353.98,168.33,324.54,329.75,405.41,183.64,113.09,209.43,171.1,134.33,249.07,304.5,351.83,260.58,195.42,140.64,272.88,212.88
TAPBP,Endogenous,,607.83,221.19,1304.14,40.15,,599.03,468.23,851.23,1033.02,668.64,746.5,619.83,426.9,426.68,221.19,690.84,760.29,567.57,346.36,739.36,756.7,963.16,341.44,342.02,479.85,247.46,451.32,801.2,758.75,1304.14,276.58,948.63,643.03,623.92,319.38,707.95,371.07,761.09,336.83,1070.15,434.81,315.12,359.17,720.79,470.17,696.71,913.51,437.74,549.71,959.35,544.52,636.73,466.96
TARP,Endogenous,,77.53,9.06,372.05,91.37,,161.28,48.41,254.43,34.12,67.45,47.07,47.51,39.6,65.12,13.3,36.57,82.8,51.27,37.91,24.76,50.04,372.05,75.29,44.51,67.6,32.58,16.53,127.46,95.59,76.87,35.56,60,66.14,9.06,23.42,54.93,24.57,117.04,28.31,248.09,102.63,42.53,50.94,218.42,42.74,74.9,163.96,90,32.13,63.96,64.91,108.29,28.99
TBK1,Endogenous,,248.09,120.13,522.72,34.93,,253.43,202.93,251.29,281.47,158.15,311.59,266.94,232.63,350.26,169.63,233.67,286.05,170,143.02,160.96,201.38,208.63,197.76,316.25,296.25,155.87,235.2,248.47,233,352.54,264.72,362.88,301.31,245.82,522.72,422.64,204.7,482.5,209.84,234.26,342.98,143.06,249.57,120.13,274.77,172.43,199.1,323.19,164.2,147.46,187.52,155.93,259.42
TBX21,Endogenous,,59.73,13.29,312.94,99.41,,230.4,18.62,138.21,17.06,53.49,32.95,31.67,75.48,16.45,28.27,28.45,33.87,35.98,24.99,21.23,32.95,312.94,23.33,32.8,21.7,24.66,15.26,130.4,119.49,66.27,55.32,34.29,40.42,13.29,17.03,32.04,19.41,44.52,33.72,160.78,54.01,38.66,32.42,101.93,91.59,45.29,163.96,90,42.83,58.63,46.88,69.3,13.73
TCF7,Endogenous,,233.64,18.29,3330.27,204.51,,299.51,278.33,232.44,88.14,55.82,88.49,58.82,374.93,19.19,18.29,757.9,52.69,315.71,209.36,93.75,43.94,236.44,56.73,206.15,134.36,190.22,180.53,114.54,53.77,124.58,150.14,74.29,106.56,112.95,46.84,378.39,3330.27,402.8,241.9,176.34,75.62,27.07,490.39,109.21,146.55,66.19,245.94,57.27,57.11,49.74,133.42,212.24,238.82
TFE3,Endogenous,,125.81,67.87,245.94,40.72,,138.24,217.82,81.67,244.51,117.45,82.84,160.61,148.49,118.58,69.85,95.5,116.68,84.55,75.82,81.36,70.79,90.4,201.47,110.1,116,84.54,245.37,91.63,113.51,90.12,185.7,135.72,91.86,80.93,189.5,169.36,76.43,86.88,67.87,85.58,202.55,68.63,86.96,112.85,158.76,155.02,245.94,188.19,117.8,103.04,122.61,95.29,163.28
TFEB,Endogenous,,172.96,64.38,395.9,50.93,,276.47,159.18,301.54,298.53,189.54,153.44,221.69,112.6,87.74,64.86,85.34,274.76,170.9,130.96,161.85,163.55,375.53,83.24,395.9,72.6,95.11,185.61,153.31,149.36,344.59,114.58,144.29,117.58,91.2,100.07,305.15,64.38,106.27,72.03,193.63,148.54,66.7,94.17,316.71,225.93,203.79,245.94,126.82,228.45,211.41,75.73,207.91,132.76
TFRC,Endogenous,,726.59,188.19,3442.1,80.9,,299.51,724.22,1275.27,456.8,613.98,1420.51,226.22,383.59,726.56,419.09,725.39,621.03,327.41,516.95,454.58,277.05,691.94,647.36,566.91,812.82,739.74,898.83,3442.1,250.93,379.05,533.4,532.89,451.96,298.37,351.32,1841.59,406.95,496.86,1779.09,1317.37,1606.89,461.08,1764.48,232.98,628.93,344.87,363.06,188.19,453.33,490.34,1171.97,524.11,738.59
TGFB1,Endogenous,,1460.88,121.4,5080.62,71.73,,1658.85,1107.74,1476.3,1843.32,379.09,1926.02,1232.88,993.62,267.32,121.4,3996.74,914.6,1974.34,475.59,2303.86,1185.1,2201.01,2175.37,1307.17,1316.86,1947.09,505.99,1170.67,926.04,1964.17,738.86,1768.68,1749.05,521.24,309.8,3640.46,524.16,5080.62,1242.4,1778.11,1050.56,170.12,1489.69,1015.66,1123.52,1241.88,983.78,376.37,2620.06,1165.44,1045.76,4201.53,913.31
TGFB2,Endogenous,,255.38,21.23,3280.86,179.48,,276.47,211.31,288.98,23.69,159.31,265.46,65.6,70.53,33.24,86.48,79.24,101.62,133.12,136.13,44.22,80.55,271.21,37.64,353.73,166.07,344.33,283.51,372.41,244.95,151.09,304.24,304.3,172.7,3280.86,179.92,375.34,216.99,250.58,21.23,306.87,145.84,85.06,295.88,83.73,335.83,198.56,363.06,192.28,82.1,278.92,100.97,186.25,215.93
THBD,Endogenous,,538.82,34.12,1890.92,85.11,,161.28,105.19,1890.92,34.12,529.09,496.09,418.5,106.41,125.78,1443.53,808.69,903.31,1281.75,217.12,71.64,577.29,660.65,124.06,400.58,146.04,311.75,417,1852.63,561.6,996.66,280.53,437.17,282.93,130.46,518.46,163.26,217.73,1320.42,213.17,1077.93,1180.19,941.49,744.59,425.92,567.87,341.39,843.24,286.37,149.92,298.47,281.27,350.85,167.86
THBS1,Endogenous,,3945.31,20.3,37714.09,157.21,,1658.85,17625.19,2723.31,326.96,6639.85,1422.39,1393.49,1460.11,3180.77,146.35,3840.28,2246.99,7508.79,1228.62,1176.25,621.23,1376.94,437.41,3940.24,238.67,2811,7565.69,3927.88,716.93,1980.07,3781.21,457.17,576.89,253.07,8149.53,1682.91,536.45,37714.09,2994.84,1633.75,4515.5,20.3,2809.58,425.92,16071.21,4091.41,3162.14,6566.09,9994.76,1282.69,1168.37,2685.52,2607.18
THY1,Endogenous,,2174.72,137.85,10928.82,102.8,,1336.29,242.03,760.14,750.6,265.13,2376.92,4318.47,355.13,780.71,219.52,1105.35,5619.36,987.62,137.85,564.25,6217.18,1905.46,4481.69,1878.76,252.02,3452.98,1873.94,682.55,8208.87,10928.82,406.96,5213.17,3439.3,861.29,2419.84,611.83,4194.05,2279.68,904.74,1058.91,1309.82,213.62,1538.58,3159.83,1697.49,959.71,2061.25,1125.03,1991.81,1854.75,4911.46,2256.7,215.17
TICAM1,Endogenous,,234.35,78.16,769.71,54.63,,253.43,276.47,245,106.14,277.92,175.09,183.24,108.89,236.82,78.16,329.17,188.19,117.83,236.07,164.5,150.12,257.31,175.49,215.52,197.78,125.05,404.28,212.64,131.44,270.37,284.48,197.15,132.28,215.62,769.71,297.52,97.56,150.06,115.33,248.95,248.46,89.9,178.56,254.82,366.36,278.68,210.81,675.02,360.53,222.07,201.94,220.91,315.12
TICAM2,Endogenous,,211.97,63.2,641,61.45,,552.95,199.21,119.36,152.58,126.75,205.22,140.25,210.35,76.43,63.2,341.36,67.75,152.01,71.51,99.94,113.51,173.86,641,189.75,403.91,373.39,158.92,139.21,125.46,98.08,177.8,241.44,99.21,90.6,110.72,285.32,136.88,213.25,156.13,197.09,224.15,113.09,328.81,243.9,183.18,297.84,187.39,200.46,492.6,204.31,248.82,506.78,238.82
TIGIT,Endogenous,,53.5,7.25,184.32,68.34,,184.32,43.75,62.82,24.64,63.96,55.54,45.24,22.27,46.95,21.62,40.64,41.4,40.48,20.68,22.99,32.95,135.61,106.57,14.06,70.1,10.57,15.26,56.98,149.36,42.41,39.51,30,40.42,7.25,30.87,82.39,16.96,47.39,26.65,77.8,86.42,14.5,36.53,98.29,79.38,47.03,58.56,85.91,64.25,69.29,54.09,77.97,25.18
TIRAP,Endogenous,,101.32,44.25,227.96,33.06,,92.16,99.6,153.91,89.09,98.84,61.19,58.82,92.8,82.6,108.1,109.72,109.15,56.67,64.62,101.71,80.55,170.38,68.39,98.39,75.94,91.59,125.86,101.03,89.62,227.96,82.97,130.01,146.98,89.99,102.2,94.6,71.02,85.44,61.2,115.83,72.92,94.73,44.25,109.21,97.7,107.99,128.83,85.91,82.1,158.12,147.85,134.28,110.64
TLR1,Endogenous,,353.94,93.13,994.45,58.64,,460.79,323.01,323.53,258.73,197.68,436.79,113.11,176.95,169.99,93.13,329.17,304.87,532.49,130.1,183.07,257.52,994.45,808.54,201.46,665.94,193.74,217.4,397.08,268.85,193.5,142.24,295.73,146.98,191.46,311.93,294.47,231,416.44,264.39,618.06,626.55,179.79,414.75,356.75,696.09,952.75,386.48,392.74,367.66,280.7,512.06,376.84,301.39
TLR10,Endogenous,,74.72,13.37,346.52,84.89,,207.36,19.55,91.09,30.33,26.75,44.24,61.08,55.68,13.37,41.58,71.12,101.62,50.37,43.94,39.8,61.02,180.81,31.81,100.73,40.89,36.11,49.58,32.89,346.52,63.62,102.73,38.57,69.81,21.74,41.52,80.87,18.92,40.93,23.73,53.59,129.63,21.27,23.16,131.05,152.65,27.87,210.81,139.09,89.24,85.28,104.58,112.62,25.18
TLR2,Endogenous,,188.29,37.7,526.63,63.05,,253.43,67.02,295.26,57.81,151.17,388.78,63.34,122.5,37.7,51.55,201.16,248.41,202.38,58.59,113.2,122.05,382.48,225.86,110.1,264.54,54.6,161.46,290.76,167.28,299.53,94.83,158.58,84.51,61,139.46,175.46,48.41,421.47,93.26,401.09,526.63,49.3,193.48,112.85,299.2,336.16,187.39,151.37,242.73,119.03,378.64,216.57,155.65
TLR3,Endogenous,,62.02,13.37,221.05,63.34,,92.16,22.34,78.53,36.01,44.19,27.3,52.03,42.07,13.37,44.9,87.37,101.62,54.87,23.26,17.69,34.17,27.82,40.29,56.22,65.93,19.37,55.94,119.24,221.05,31.81,27.66,100.01,29.4,30.2,13.84,51.88,118.94,81.85,34.56,108.92,48.61,64.76,107.03,91.01,79.38,38.32,81.98,32.73,121.36,76.39,75.73,47.65,105.29
TLR4,Endogenous,,405.56,49.53,2535.88,96.49,,322.55,90.29,439.75,322.23,394.2,584.58,920.7,668.18,172.04,182.94,278.37,304.87,249.15,77.54,183.07,655.4,427.68,523.83,262.37,460.65,111.84,462.76,447.59,173.26,302.18,98.78,371.45,176.37,49.53,2535.88,450.1,328.55,389.88,162.79,483.21,459.11,252.29,293.31,232.98,433.53,721.09,292.79,1386.86,232.02,259.38,342.58,168.93,327.33
TLR5,Endogenous,,61.39,15.77,184.32,52.78,,184.32,59.58,81.67,56.86,95.35,54.6,42.98,40.83,15.77,46.57,52.83,97.86,36.88,39.63,45.1,45.16,73.02,42.95,39.82,77.61,17.61,52.12,96.92,95.59,76.87,43.46,42.86,58.79,30.8,30.87,50.35,86.75,62.47,41.64,96.81,56.71,63.8,46.83,76.45,79.38,134.12,140.54,32.73,32.13,53.3,46.88,30.32,40.44
TLR6,Endogenous,,104.3,21.08,414.71,73.68,,414.71,84.71,56.54,203.76,68.61,112.96,40.72,42.07,73.68,31.6,91.44,79.04,287.83,32.74,68.98,75.67,299.03,151.63,21.08,189.43,127.69,63.57,108.67,137.41,103.38,86.92,44.29,51.44,27.18,90.49,54.93,43.25,89.75,37.06,124.48,135.03,44.46,66.38,192.94,128.23,191.59,81.98,110.46,71.39,103.04,122.61,112.62,28.99
TLR7,Endogenous,,55.14,6.65,299.51,89.12,,299.51,57.71,53.4,29.38,40.7,47.07,20.36,49.5,19.88,6.65,42.67,41.4,78.25,19.82,18.57,40.28,38.25,100.21,30.45,159.39,38.75,35.6,43.47,17.92,23.86,23.71,48.57,36.74,15.7,26.62,45.77,21.87,53.85,29.98,67.42,54.01,19.33,54.03,109.21,103.8,111.47,152.25,16.36,57.11,46.19,82.94,64.97,51.88
TLR8,Endogenous,,32.09,7.2,115.2,72.52,,115.2,13.03,12.56,16.11,16.28,39.54,24.88,24.75,7.2,13.3,18.29,56.46,14.39,12.06,28.3,19.53,100.84,34.46,49.19,32.55,22.9,19.07,45.23,89.62,29.16,35.56,18.57,33.07,7.85,14.9,24.41,10.81,27.28,14.99,51.87,40.51,12.57,8.23,36.4,24.42,52.25,58.56,45,42.83,35.53,28.85,51.98,9.16
TLR9,Endogenous,,50.21,8.23,199.1,88.32,,184.32,24.2,28.27,27.48,30.23,23.53,31.67,34.65,11.31,41.58,36.57,71.51,22.49,28.43,30.07,20.75,41.73,12.72,133.53,29.21,22.9,39.41,25.26,161.31,31.81,71.12,24.29,25.72,18.12,21.29,57.98,17.94,18.67,12.91,25.07,70.22,27.07,8.23,116.49,79.38,76.64,199.1,77.73,89.24,44.41,57.7,95.29,30.52
TMEFF2,Endogenous,,48.67,4.67,602.84,182.71,,184.32,11.17,43.97,11.37,20.93,17.89,27.15,13.61,602.84,14.97,16.26,22.58,10.79,15.51,14.15,18.31,34.77,12.72,30.45,11.68,9.69,78.82,14.1,119.49,37.11,90.88,17.14,25.72,42.88,20.23,47.3,4.67,56,9.16,10.37,54.01,15.47,9.26,43.68,61.06,15.68,105.4,53.18,85.67,23.1,39.67,86.63,24.42
TNF,Endogenous,,57.95,10.83,246.54,83.57,,115.2,12.1,62.82,14.22,58.14,15.06,38.46,17.32,14.39,26.61,46.73,60.22,55.77,26.71,34.49,246.54,114.74,101.8,23.43,80.11,17.61,36.87,85.17,71.69,34.46,23.71,21.43,62.47,10.87,15.97,16.78,28.26,17.23,10.83,148.68,43.21,29.97,37.56,178.38,79.38,135.86,93.69,90,71.39,99.49,72.12,43.31,40.44
TNFAIP3,Endogenous,,318.87,43.46,1325.53,81.56,,115.2,178.73,1325.53,191.44,853.53,676.84,212.64,242.53,160.05,124.73,154.42,432.84,95.34,139.58,158.31,266.07,403.34,223.21,163.98,105.15,59,495.82,572.71,107.54,758.1,43.46,341.45,643.03,62.21,852.75,294.47,230.26,341.77,232.74,540.26,758.89,110.19,239.28,134.69,183.18,198.56,327.93,368.19,192.76,277.15,295.7,164.6,255.61
TNFRSF10B,Endogenous,,219.21,64.23,553.85,53.89,,69.12,64.23,122.5,200.92,123.26,137.44,162.88,127.45,160.39,330.95,184.9,368.85,95.34,87.88,132.66,165.99,340.76,87.48,159.3,214.47,74.85,221.21,149.2,238.98,506.28,82.97,385.74,426.24,172.14,283.18,553.85,355.09,269.25,74.53,165.1,267.37,228.12,231.56,276.67,128.23,247.33,398.2,225.01,224.88,289.58,400.27,151.6,157.94
TNFRSF10C,Endogenous,,92.88,6.85,1310.87,202.62,,230.4,27,56.54,21.8,18.61,43.3,117.63,18.56,6.85,19.96,28.45,158.08,30.58,22.4,28.3,159.88,1310.87,24.39,30.45,36.72,22.9,53.4,108.67,215.08,198.8,35.56,31.43,58.79,19.93,58.55,33.57,111.32,27.28,17.49,98.54,99.92,22.23,30.36,127.41,85.49,38.32,105.4,94.09,53.54,149.23,93.76,64.97,11.45
TNFRSF11A,Endogenous,,73.33,4.99,318.18,94.22,,138.24,14.89,81.67,20.85,44.19,318.18,56.55,34.65,7.54,4.99,58.92,63.98,116.03,14.65,36.26,39.06,34.77,243.89,39.82,149.38,39.63,49.58,40.53,41.82,63.62,31.61,197.15,7.35,15.1,21.29,57.98,152.36,154.37,47.46,84.71,43.21,16.43,117.32,21.84,79.38,245.59,93.69,45,17.85,37.31,133.42,116.95,28.99
TNFRSF11B,Endogenous,,137.61,3.79,1300.6,156.81,,207.36,67.95,94.23,3.79,222.1,19.77,18.1,17.32,8.23,23.28,184.9,286.05,98.94,23.26,4.42,14.65,83.45,9.54,16.4,18.36,38.75,108.06,114.54,233,440.02,225.21,22.86,25.72,24.16,26.62,38.14,197.58,100.52,46.63,321.56,205.25,17.4,608.74,192.94,1300.6,214.24,409.91,61.37,28.56,95.94,39.67,34.65,10.68
